601,"Bellevue city, Nebraska","64,301","63,737"
602,"Rowlett city, Texas","62,743","63,671"
603,"Caldwell city, Idaho","60,482","63,629"
604,"Port Orange city, Florida","62,940","63,486"
605,"Moore city, Oklahoma","63,503","63,462"
606,"Coon Rapids city, Minnesota","63,590","63,385"
607,"Lakewood city, Washington","63,619","63,331"
608,"Eden Prairie city, Minnesota","64,335","63,161"
609,"Hamilton city, Ohio","63,361","62,947"
610,"Apex town, North Carolina","59,945","62,911"
611,"Bossier City city, Louisiana","62,653","62,865"
612,"Porterville city, California","62,619","62,742"
613,"Maricopa city, Arizona","59,133","62,720"
614,"La Habra city, California","63,140","62,609"
615,"Taylor city, Michigan","63,252","62,573"
616,"Dearborn Heights city, Michigan","63,120","62,451"
617,"Council Bluffs city, Iowa","62,625","62,415"
618,"Hendersonville city, Tennessee","62,040","62,257"
619,"Springfield city, Oregon","62,295","62,256"
620,"Medford city, Massachusetts","60,425","62,098"
621,"St. Cloud city, Florida","59,404","62,043"
622,"Santa Cruz city, California","62,251","61,950"
623,"Richland city, Washington","60,798","61,929"
624,"Huntersville town, North Carolina","61,574","61,839"
625,"Encinitas city, California","62,037","61,762"
626,"Marietta city, Georgia","60,940","61,497"
627,"Wellington village, Florida","61,779","61,448"
628,"Woodland city, California","60,917","61,398"
629,"Montebello city, California","62,527","61,204"
630,"Vineland city, New Jersey","61,202","61,156"
631,"Chapel Hill town, North Carolina","61,272","61,128"
632,"Pontiac city, Michigan","61,390","60,984"
633,"Jupiter town, Florida","61,048","60,802"
634,"San Rafael city, California","61,154","60,769"
635,"Pico Rivera city, California","61,995","60,764"
636,"La Mesa city, California","61,111","60,721"
637,"Sanford city, Florida","60,760","60,681"
638,"Bristol city, Connecticut","60,665","60,661"
639,"Meriden city, Connecticut","60,703","60,517"
640,"Euless city, Texas","61,105","60,500"
641,"Great Falls city, Montana","60,420","60,403"
642,"Parker town, Colorado","58,800","60,313"
643,"Youngstown city, Ohio","60,598","60,270"
644,"Owensboro city, Kentucky","60,183","60,011"
645,"Corvallis city, Oregon","59,697","59,864"
646,"Stonecrest city, Georgia","59,181","59,863"
647,"Santee city, California","60,057","59,703"
648,"Gardena city, California","60,892","59,702"
649,"Kokomo city, Indiana","59,606","59,691"
650,"Monterey Park city, California","61,012","59,667"
651,"Taunton city, Massachusetts","59,428","59,600"
652,"White Plains city, New York","59,564","59,526"
653,"West Allis city, Wisconsin","60,223","59,484"
654,"Des Plaines city, Illinois","60,511","59,459"
655,"Palm Beach Gardens city, Florida","59,253","59,449"
656,"Blue Springs city, Missouri","58,774","59,430"
657,"Petaluma city, California","59,678","59,403"
658,"Wylie city, Texas","57,930","59,394"
659,"Taylorsville city, Utah","60,449","59,242"
660,"North Miami city, Florida","59,965","59,229"
661,"Dubuque city, Iowa","59,565","59,119"
662,"Revere city, Massachusetts","61,565","59,075"
663,"Carson City, Nevada","58,677","58,993"
664,"Burlington city, North Carolina","57,593","58,818"
665,"Grand Forks city, North Dakota","58,942","58,781"
666,"Springfield city, Ohio","58,801","58,763"
667,"Hempstead village, New York","59,000","58,734"
668,"Hoboken city, New Jersey","60,590","58,690"
669,"Casper city, Wyoming","59,242","58,656"
670,"Cupertino city, California","60,343","58,622"
671,"Terre Haute city, Indiana","58,543","58,525"
672,"Hanford city, California","58,006","58,496"
673,"Lenexa city, Kansas","57,501","58,388"
674,"Madison city, Alabama","57,389","58,357"
675,"Lake Havasu City city, Arizona","57,415","58,284"
676,"St. Clair Shores city, Michigan","58,751","58,200"
677,"Herriman city, Utah","56,321","58,198"
678,"Midwest City city, Oklahoma","58,466","58,145"
679,"St. Peters city, Missouri","57,678","58,129"
680,"Gilroy city, California","59,493","58,101"
681,"Margate city, Florida","58,552","58,001"
682,"Royal Oak city, Michigan","58,098","57,953"
683,"Shoreline city, Washington","58,699","57,918"
684,"Orland Park village, Illinois","58,501","57,850"
685,"Decatur city, Alabama","57,777","57,804"
686,"Casa Grande city, Arizona","54,335","57,699"
687,"Weymouth Town city, Massachusetts","57,568","57,670"
688,"Bowie city, Maryland","58,226","57,644"
689,"Lancaster city, Pennsylvania","57,712","57,503"
690,"Kettering city, Ohio","57,648","57,377"
691,"Bartlett city, Tennessee","57,711","57,318"
692,"Highland city, California","57,070","57,159"
693,"Coconut Creek city, Florida","57,668","57,117"
694,"Pocatello city, Idaho","56,282","57,092"
695,"Oak Lawn village, Illinois","58,089","57,013"
696,"Albany city, Oregon","56,599","56,828"
697,"Bentonville city, Arkansas","54,675","56,734"
698,"Fountain Valley city, California","57,054","56,495"
699,"Olympia city, Washington","55,626","55,919"
700,"National City city, California","56,149","55,912"
701,"Bradenton city, Florida","55,497","55,905"
702,"Coeur d'Alene city, Idaho","54,770","55,904"
703,"Berwyn city, Illinois","56,913","55,772"
704,"Tigard city, Oregon","54,995","55,767"
705,"DeSoto city, Texas","56,074","55,729"
706,"Port Arthur city, Texas","55,550","55,724"
707,"New Brunswick city, New Jersey","55,483","55,708"
708,"Smyrna city, Georgia","55,635","55,685"
709,"Apple Valley city, Minnesota","56,135","55,638"
710,"Kingsport city, Tennessee","55,366","55,582"
711,"Valdosta city, Georgia","55,468","55,567"
712,"Mount Prospect village, Illinois","56,626","55,541"
713,"Smyrna town, Tennessee","53,516","55,518"
714,"Apopka city, Florida","54,874","55,496"
715,"Southaven city, Mississippi","54,774","55,429"
716,"Brookhaven city, Georgia","55,119","55,366"
717,"Arcadia city, California","56,512","55,345"
718,"West Haven city, Connecticut","55,455","55,294"
719,"Perth Amboy city, New Jersey","55,389","55,291"
720,"San Jacinto city, California","54,086","55,290"
721,"Beaumont city, California","53,549","55,280"
722,"Chicopee city, Massachusetts","55,481","55,190"
723,"Plainfield city, New Jersey","54,418","54,936"
724,"Bonita Springs city, Florida","54,006","54,904"
725,"Marana town, Arizona","52,758","54,895"
726,"Tinley Park village, Illinois","55,770","54,864"
727,"Anderson city, Indiana","54,669","54,817"
728,"Sarasota city, Florida","54,155","54,764"
729,"Manhattan city, Kansas","54,544","54,763"
730,"Yucaipa city, California","54,605","54,739"
731,"Bozeman city, Montana","53,119","54,539"
732,"Lacey city, Washington","53,828","54,461"
733,"Kannapolis city, North Carolina","53,431","54,446"
734,"Logan city, Utah","52,665","54,436"
735,"Colton city, California","53,975","54,285"
736,"Texas City city, Texas","52,259","54,247"
737,"Kentwood city, Michigan","54,305","54,141"
738,"Peabody city, Massachusetts","54,410","54,119"
739,"Rocky Mount city, North Carolina","54,248","53,957"
740,"Elkhart city, Indiana","53,951","53,949"
741,"Diamond Bar city, California","55,026","53,857"
742,"Pensacola city, Florida","54,359","53,678"
743,"Huntington Park city, California","54,806","53,644"
744,"West Sacramento city, California","53,631","53,637"
745,"Normal town, Illinois","53,575","53,594"
746,"Spring Hill city, Tennessee","50,595","53,339"
747,"Edina city, Minnesota","53,430","53,318"
748,"Minnetonka city, Minnesota","54,241","53,266"
749,"Oak Park village, Illinois","54,318","53,224"
750,"Galveston city, Texas","53,520","53,219"
751,"Twin Falls city, Idaho","51,816","53,213"
752,"Pinellas Park city, Florida","53,359","53,202"
753,"Wheaton city, Illinois","53,593","53,126"
754,"Elyria city, Ohio","52,730","52,816"
755,"Methuen Town city, Massachusetts","52,999","52,798"
756,"Winter Haven city, Florida","50,603","52,710"
757,"Novato city, California","53,006","52,708"
758,"Paramount city, California","53,631","52,506"
759,"Battle Creek city, Michigan","52,541","52,335"
759,"Grand Island city, Nebraska","52,944","52,335"
761,"West New York town, New Jersey","52,493","52,242"
762,"Cathedral City city, California","51,577","52,220"
763,"La Crosse city, Wisconsin","52,647","52,185"
764,"Delano city, California","51,864","52,173"
765,"Watsonville city, California","52,623","52,067"
766,"Florissant city, Missouri","52,445","52,003"
767,"Joplin city, Missouri","51,703","51,846"
768,"Aliso Viejo city, California","52,173","51,824"
769,"Kyle city, Texas","46,464","51,789"
770,"Draper city, Utah","50,481","51,749"
771,"Burleson city, Texas","48,132","51,618"
772,"Mooresville town, North Carolina","50,452","51,594"
773,"Glendora city, California","52,505","51,569"
774,"Palm Desert city, California","51,167","51,541"
775,"Harrisonburg city, Virginia","51,675","51,430"
776,"Hoffman Estates village, Illinois","52,333","51,350"
777,"Collierville town, Tennessee","51,247","51,343"
778,"Placentia city, California","51,789","51,274"
779,"Summerville town, South Carolina","51,010","51,216"
780,"Mishawaka city, Indiana","51,126","51,074"
781,"Burien city, Washington","52,004","51,073"
782,"Little Elm city, Texas","47,078","51,042"
783,"Middletown city, Ohio","51,026","50,998"
784,"Dunwoody city, Georgia","51,539","50,901"
785,"Grapevine city, Texas","50,756","50,872"
786,"Cuyahoga Falls city, Ohio","51,014","50,810"
787,"Lincoln city, California","49,855","50,649"
788,"Westfield city, Indiana","46,990","50,630"
789,"Columbus city, Indiana","50,391","50,569"
790,"Enid city, Oklahoma","51,149","50,566"
791,"Milford city (balance), Connecticut","50,532","50,541"
792,"Covina city, California","51,246","50,411"
793,"Troy city, New York","50,684","50,394"
794,"Newark city, Ohio","49,952","50,383"
795,"Jeffersonville city, Indiana","49,494","50,315"
796,"Rosemead city, California","51,138","50,245"
797,"Harrisburg city, Pennsylvania","50,069","50,135"
798,"Lakewood city, Ohio","50,693","50,104"
799,"Sheboygan city, Wisconsin","49,945","49,931"
800,"Cypress city, California","50,266","49,926"
801,"Murray city, Utah","50,589","49,729"
802,"Chesterfield city, Missouri","49,956","49,703"
803,"Downers Grove village, Illinois","50,126","49,654"
804,"St. Louis Park city, Minnesota","50,020","49,158"
